application-positionExternalId,application-candidateExternalId,application-Stage
"75469","43480","FIRST_INTERVIEW"
"75469","43892","SENT"
"75469","62921","FIRST_INTERVIEW"
"75469","69280","FIRST_INTERVIEW"
"75469","70644","SHORTLISTED"
"75469","81151","FIRST_INTERVIEW"
"75469","82290","FIRST_INTERVIEW"
"75469","82582","FIRST_INTERVIEW"
"75513","38075","FIRST_INTERVIEW"
"75513","39526","SHORTLISTED"
"75513","39657","OFFERED"
"75513","61308","OFFERED"
"75522","44301","SHORTLISTED"
"75729","69642","OFFERED"
"75729","73911","SHORTLISTED"
"75729","76287","SHORTLISTED"
"75816","73374","SHORTLISTED"
"75816","77347","SHORTLISTED"
"75816","77645","FIRST_INTERVIEW"
"75992","40939","SHORTLISTED"
"75992","71313","SENT"
"75992","72089","SENT"
"76013","76015","SENT"
"76013","76780","SENT"
"76013","76815","SENT"
"76013","81098","SENT"
"76079","68931","SHORTLISTED"
"76376","72089","SHORTLISTED"
"76376","76797","SHORTLISTED"
"76416","75485","FIRST_INTERVIEW"
"76416","81023","FIRST_INTERVIEW"
"76892","69943","SENT"
"76934","43564","SHORTLISTED"
"76934","48912","SHORTLISTED"
"76934","77292","SHORTLISTED"
"76934","85030","OFFERED"
"76934","85032","SHORTLISTED"
"76934","86013","SHORTLISTED"
"76934","88221","FIRST_INTERVIEW"
"76934","88539","SHORTLISTED"
"77139","77140","SHORTLISTED"
"77139","77142","SHORTLISTED"
"77139","77143","SHORTLISTED"
"77139","77411","SHORTLISTED"
"77139","77412","SHORTLISTED"
"77139","78741","SHORTLISTED"
"77139","78742","FIRST_INTERVIEW"
"77139","78835","SHORTLISTED"
"77342","44604","SHORTLISTED"
"77342","69943","SHORTLISTED"
"77342","73777","SHORTLISTED"
"77342","77643","OFFERED"
"77448","79659","SHORTLISTED"
"77449","78974","FIRST_INTERVIEW"
"77450","60198","FIRST_INTERVIEW"
"77450","76372","FIRST_INTERVIEW"
"77450","78981","FIRST_INTERVIEW"
"77560","73911","SHORTLISTED"
"77560","79659","SENT"
"77668","74185","FIRST_INTERVIEW"
"77895","65311","SHORTLISTED"
"77895","71285","SHORTLISTED"
"77895","79662","SHORTLISTED"
"77895","80892","SHORTLISTED"
"77895","83134","SHORTLISTED"
"77895","84832","SHORTLISTED"
"77895","85018","OFFERED"
"77895","85466","SENT"
"78758","48494","FIRST_INTERVIEW"
"78758","64172","SHORTLISTED"
"78758","77927","FIRST_INTERVIEW"
"78758","78155","SENT"
"78892","76898","SHORTLISTED"
"79576","80135","SENT"
"79937","79659","SHORTLISTED"
"80884","43564","SHORTLISTED"
"80884","76372","SHORTLISTED"
"80884","80899","SHORTLISTED"
"80996","76372","SHORTLISTED"
"80996","79201","SHORTLISTED"
"80996","85934","SENT"
"80996","86233","SHORTLISTED"
"80996","86251","SENT"
"81000","77350","SENT"
"81000","80135","SENT"
"81000","80574","SENT"
"81000","80998","SENT"
"81506","89175","SHORTLISTED"
"81894","76805","FIRST_INTERVIEW"
"81931","81855","SHORTLISTED"
"81931","81954","SHORTLISTED"
"81990","82568","FIRST_INTERVIEW"
"82553","43749","FIRST_INTERVIEW"
"82553","82672","FIRST_INTERVIEW"
"82560","87301","SENT"
"82560","90524","SENT"
"82560","104549","SENT"
"82753","84953","SHORTLISTED"
"82753","89934","SHORTLISTED"
"82971","70059","FIRST_INTERVIEW"
"83105","83629","FIRST_INTERVIEW"
"83105","83759","FIRST_INTERVIEW"
"83506","83263","FIRST_INTERVIEW"
"83506","83265","OFFERED"
"83506","83266","FIRST_INTERVIEW"
"83506","83267","FIRST_INTERVIEW"
"83506","83268","FIRST_INTERVIEW"
"84192","43480","OFFERED"
"84510","84511","OFFERED"
"84510","84834","SHORTLISTED"
"84970","85016","SHORTLISTED"
"85012","71285","SHORTLISTED"
"85012","84435","SHORTLISTED"
"85012","85018","SHORTLISTED"
"85262","85286","OFFERED"
"85390","40324","FIRST_INTERVIEW"
"85390","72525","SENT"
"85392","63848","FIRST_INTERVIEW"
"85392","82829","FIRST_INTERVIEW"
"85838","48494","SHORTLISTED"
"85838","76898","SHORTLISTED"
"85838","79659","SHORTLISTED"
"85838","84435","SHORTLISTED"
"85915","86415","SHORTLISTED"
"85922","86224","SHORTLISTED"
"85989","87580","SENT"
"85989","87583","SHORTLISTED"
"85989","96762","OFFERED"
"86371","47201","SHORTLISTED"
"86371","73577","SHORTLISTED"
"86371","79662","SHORTLISTED"
"86371","85934","SHORTLISTED"
"86371","86352","SENT"
"86553","86549","SHORTLISTED"
"86796","84435","SHORTLISTED"
"86796","89715","SHORTLISTED"
"86796","90083","OFFERED"
"87040","43480","FIRST_INTERVIEW"
"87040","47333","FIRST_INTERVIEW"
"87057","76265","FIRST_INTERVIEW"
"87057","86274","FIRST_INTERVIEW"
"87057","87301","FIRST_INTERVIEW"
"87217","87861","OFFERED"
"87588","87255","FIRST_INTERVIEW"
"87588","87273","FIRST_INTERVIEW"
"87588","87513","FIRST_INTERVIEW"
"87588","87968","FIRST_INTERVIEW"
"87588","97648","SENT"
"87776","87765","FIRST_INTERVIEW"
"87776","87964","SHORTLISTED"
"87776","89087","SHORTLISTED"
"87776","90926","SHORTLISTED"
